rating,rating number,cumulative income,title,title_en,first week income,type,area,duration,time in CN,director,actors,reviews,awards,number of prize,number of nomination,rank
9.6,271.9万,31.88亿,我不是药神,Dying To Survive,123812万,"['剧情', '喜剧']",中国大陆,117分钟,2018-07-05,文牧野,"['徐峥', '周一围', '王传君', '谭卓', '文牧野', '徐峥', '周一围', '王传君', '谭卓', '章宇', '杨新鸣', '王砚辉', '贾晨飞', '王佳佳', '李乃文', '龚蓓苾', '苇青', '邓飞', '刘頔', '宁浩', '岳小军', '富冠铭', '巴拉特·巴蒂', '喜利图', '张海艳', '朱耕佑', '张子贤', '任洛敏', '杜子蓝', '刘兴雷', '杜家毅', '宁晓志', '马千壹', '石强', '甘昀宸', '何李宁', '陈翃', '肖龙', 'Chenfei Jia', '韩家女', '钟伟', '文牧野', '王易冰', '刘瑞芳', '董平', '宋歌', '陈砺志', '吴宏亮', '樊路远', '杨硕', '讲武生', '郑志昊', '曾茂军', '杨伟东', '宁浩', '徐峥', '王易冰', '刘瑞芳', '张苗', '施雁', '刘明轶', '尹哲', '盛志民', '宋歌', '宁浩', '徐峥', '董平', '陈砺志', '樊路远', '李捷', '康利', '郑剑锋', '吴宏亮', '周健森', '项绍琨', '岳洋', '韩璐', '钱丹·阿拉', '史岩', '张苗', '施雁', '王博学', '曹涌', '王博学', '王宇涵', '李淼', '毛伟良', '李同', '朱琳', '刘畅', '陈纯昆', '黄超', '黄超', '张岩', '舒巴姆·古普塔', 'Gaurav Dev Kaushal', '李淼', '瑞安·D·罗梅罗', '富康', '张京', '富康', '史蒂夫·米勒', '刘旭', '刘瑞芬', '项绍琨', '岳洋', '周健森', '黄建新', '郑剑锋', '刘开珞', '邵云', '刘忠谨', '韩璐', '李捷', '王浚贺', '杨光光', '毛伟良', '黄超', '尚进', '尚巍', '张朋', '陈俞杉', '刘明轶', '韩叙', '李淼', '文亚康', '黄海', '钱丹·阿拉', '罗杰·金', '朴相洙']","[('10', '我认为这是一部跟摔跤吧爸爸同层次的电影，忍到最后还是会流泪。生命很坚强也很脆弱，命与药的关系就是这么赤裸裸。（不良厂商做药设天价，没有良心，不合理，但是这在世界都是完全合法的，决定用这个药来牟取暴利还是济世度人是药商自己的权利，毕竟药是他们研发的。）之前刚看完在这里说不良厂商，还是刚看完有些不清醒了，其实不论他们的主观意愿是什么，都是他们的成果给了病人选择的希望。国家政府会把药纳入医保、发展制度、免除关税来降低病人的压力，我们个人也应该为诸如此类的研发事业做出贡献，比如为医学难题做出重大突破，等等各行各业，才能将未来将好东西做到平价( ¯ᒡ̱¯ )و'), ('10', '反正我哭了。我妈妈身体也不好。也是药养着。但是现在都有医保啥的。条件也好了。但是身临其境的想下。眼泪就止不住了。很好的电影'), ('9', '给九分是因为这片真实的说出了在中国就是吃天价药，发个烧二话不说先打针吊牌几百块就没了，更别说得了重病治疗了，穷人家根本看不起病，\n法律不在乎人情，只会纵容坏人，好人都得不好报！！'), ('10', '据说是一部真实事情而改编的电影，一直觉得徐铮是一位优秀的好演员。\n\n此部电影反应了社会、现实、人性的一些问题，生命漫长而又短暂，好好活着就是最大的奢侈，好好生活，保持善良。平凡并不可怕，拥有高贵的品格才是人最需要的东西，身处绝境也能绽放出最温暖的笑容。\n\n这部电影的题材与以往很多国产电影不同，我相信电影最后每一个落泪的人内心都有一份纯净。希望以后能多有这样类型的电影，传递正能量，去正视社会，也敲醒人性的真诚和理解。\n \n这个世界没有药神，也没有超级英雄，而是因为千千万万平凡如你我的小人物。\n\n良心剧... 推荐 ～ 🙂🙂🙂'), ('10', '不亏和老公凌晨赶场过来看，话不多说，真的值得一看。'), ('10', '真的很赞  笑点泪点把控的很好\n故事真实    今天去看爆满  前面笑一片  后面哭一片'), ('9', '虐心，但走心，这是生活的真相。希望越来越好，向有社会责任感的制作团队致敬！'), ('10', '期待王传君的演技，就当提前见见关谷吧，丢掉关谷的光环，希望其他角色也能让大家喜欢\n他只是单纯的不想绑在一个角色里而已，有什么不对，就像苏有朋的五阿哥，赵薇的小燕子，都对他们影响很大，甚至被定型了，跳出这个角色挺好的，人家王传君正经的上海人，大家现在应该都不知道人家正经说话是什么样子吧'), ('10', '私以为，能够成为经典的艺术作品大致分为四种：\n第一种，(其情节或台词等)对过往或者历史有记录，回顾，反思之用\n(如《现代启示录》《辛德勒名单》)\n第二种，(其情节或台词等)具有强大现实意义，对现世情状构成了反思或者推动\n(《药神》属于这一类)\n第三种，(其情节或台词等)对人类世界、物质文明等未来生活进行思考和尝试性的揭示\n(如《2001太空漫游》)\n第四种，(其情节或台词等)给人以极致美的体验，这种美包括但不仅限于画面和特效，也包括一种情感之美，生命之美，诗学美感，人类信仰之美等。\n(如《泰坦尼克号》《断背山》等)\n不属于这四类的都不能称之为艺术。\n\n由衷的希望国内多一些这样的艺术作品。'), ('9', '虽然现实远比这残酷，影片进行了文艺化处理，但仍然值得深思，不失为一部好片。徐峥是一个有自己想法的演员和导演，不随波逐流，才能走得更远。')]","{'第38届香港金像奖': {'获奖': ['最佳两岸华语电影']}, '第55届台湾电影金马奖': {'获奖': ['最佳男主角', '最佳新导演', '最佳原著剧本'], '提名': ['最佳剧情片', '最佳男配角', '最佳造型设计', '最佳剪辑']}, '第32届中国电影金鸡奖': {'获奖': ['最佳导演处女作'], '提名': ['最佳故事片', '最佳剪辑', '最佳男配角', '最佳编剧', '最佳男主角', '最佳美术']}, '第13届亚洲电影大奖': {'获奖': ['最佳男配角'], '提名': ['最佳影片', '最佳男主角', '最佳编剧']}, '第35届大众电影百花奖': {'获奖': ['最佳男配角', '优秀故事片'], '提名': ['最佳故事片', '最佳编剧', '最佳编剧', '最佳编剧', '最佳新人']}, '第19届华语电影传媒大奖': {'获奖': ['最佳编剧']}, '第26届北京大学生电影节': {'获奖': ['最佳导演奖', '最佳男演员奖', '最佳新人奖'], '提名': ['最佳影片奖']}, '第14届长春电影节': {'获奖': ['最佳华语故事片', '最佳编剧', '最佳男主角', '最佳男配角'], '提名': ['最佳音乐']}, '第10届中国电影导演协会年度奖': {'获奖': ['年度影片', '年度男演员', '年度青年导演'], '提名': ['年度导演', '年度男演员', '年度女演员', '年度编剧']}, '第1届金众电影青年': {'获奖': ['最受欢迎华语电影', '最受欢迎喜剧电影', '最佳导演', '最佳男主演', '最佳编剧', '最佳编剧', '最佳编剧']}, '第25届华鼎奖': {'获奖': ['中国最佳影片', '中国电影最佳导演']}}",28.0,24.0,1
9.5,8384,,肖申克的救赎,The Shawshank Redemption,,"['剧情', '犯罪']",美国,142分钟,1994-09-13,弗兰克·德拉邦特,"['蒂姆·罗宾斯', '摩根·弗里曼', '鲍勃·冈顿', '威廉·桑德勒', '弗兰克·德拉邦特', '蒂姆·罗宾斯', '摩根·弗里曼', '鲍勃·冈顿', '威廉·桑德勒', '克兰西·布朗', '吉尔·贝罗斯', '马克·罗斯顿', '詹姆斯·惠特莫尔', '杰弗里·德曼', '拉里·布兰登伯格', '尼尔·吉恩托利', '布赖恩·利比', '大卫·普罗瓦尔', '乔·劳格诺', '朱迪·斯克勒拉', '保罗·麦克兰尼', '芮妮·布莱恩', '斯科特·曼', '约翰·霍顿', '戈登·格林', '阿方索·弗里曼', 'V·J·福斯特', '约翰·萨默斯', '弗兰克·梅德拉诺', '马克·迈尔斯', '阿兰·凯斯勒', '摩根·伦德', '康奈尔·华莱士', '加里·李·戴维斯', '尼尔·萨默斯', '耐德·巴拉米', '乔·佩科拉罗', '小哈罗德·科普', '布赖恩·戴拉特', '唐·麦克马纳斯', '唐纳德·津恩', '多萝西·希尔沃', '罗伯特·海利', '达纳·斯奈德', 'John D. Craig', '肯·马吉', 'Eugene C. DePasquale', '比尔 柏兰德', '罗恩·纽厄尔', '约翰·伍德沃德', '查克·布劳彻勒', '迪翁·安德森', '克莱尔·史莱姆', 'James Kisicki', '詹姆斯·巴伯森', '罗恩·托马斯', '查理·卡恩斯', 'Rob Reider', '布莱恩·布罗菲', '保罗·肯尼迪', 'Brad Spencer', '丹尼斯·贝克', '弗雷德·克柏森', '丽塔·海华斯', '理查德·杜恩', 'Michael Lightsey', '加里·琼斯', '阿隆佐·F·琼斯', '克里斯·佩吉', '塞尔吉奥·加藤', '约瑟夫·劳格诺', '威廉姆·赛德勒', '杰弗瑞·德穆恩', '保罗·迈克格莱恩', 'Robert Haley', 'Paul Kennedy', 'Neil Riddaway', 'Shane Grove', '加里·琼斯', 'David Hecht', 'Jodiviah Stepp', 'Mark A. Strain', '斯蒂芬·金', '弗兰克·德拉邦特', '丽兹·格洛策', '大卫·莱斯特', '妮基·马文', '托马斯·纽曼', '罗杰·狄金斯', '罗杰·狄金斯', '理查德·弗朗西斯-布鲁斯', 'Peter Landsdown Smith', '迈克尔·塞尔顿', '泰伦斯·马什', '理查德·弗朗西斯-布鲁斯', '德博拉·阿奎拉', '汤姆·莫尔加', '本·斯科特', '托马斯·纽曼', '托马斯·纽曼', '比尔·伯恩斯坦', 'Thomas Pasatieri', '丹尼斯·S·桑兹', 'Dan Goldwasser', 'James Thatcher', 'Ian Underwood', 'Michael Greenwood', 'Thomas Schellenberg', 'Kelley A. Hankins', 'Sebastian Milito', 'Lee Lee Baird', 'Isidoro Raponi', '杰西·约翰逊', '约翰·伍德沃德', '泰伦斯·马什', 'Peter Landsdown Smith', '伊丽莎白·麦克布莱德', '蒙蒂·韦斯特摩尔', '凯文·黑尼', '大卫·莱斯特', '凯文·黑尼', '蒙蒂·韦斯特摩尔', '汤姆·莫尔加', '本·斯科特', '弗雷德·克柏森', '梅利莎·泰勒', '布莱恩·亚当斯', 'Petra Bach', 'Kevin Bartnof', 'Bruce Bell', '威利·D·伯顿', 'Zack Davis', '迈克尔·赫尔比克', '艾伦·休尔', 'Dale Johnston', 'Larry Lester', '罗伯特·J·利特', '威廉·L·曼格', '艾略特·泰森', 'Robert Ulrich', 'Vanessa Theme Ament', 'Jim Emswiller', 'John Roesch', 'John Soukup', 'Carolyn Tapp', '斯蒂芬·金', '丹尼斯·贝克', '斯蒂芬·金', 'Eugene C. DePasquale', '朱莉·维斯', 'Brent Scarpo', 'Linda Weaver', 'James J. Burke', '泰伦斯·马什', '德博拉·阿奎拉', 'Brent Scarpo', '朱莉·维斯', 'Linda Weaver', 'Sioux Richards', '杰西·约翰逊', 'Thomas Schellenberg', '约翰·伍德沃德', 'Michael Greenwood', '大卫·莱斯特', '伊丽莎白·麦克布莱德', '迈克尔·塞尔顿', '罗杰·狄金斯', '托马斯·纽曼', '汤姆·莫尔加', '本·斯科特', '弗雷德·克柏森', 'James J. Burke', 'Eugene C. DePasquale', '梅利莎·泰勒', '汤姆·莫尔加', '本·斯科特', 'Sioux Richards', '比尔·伯恩斯坦', 'Lee Lee Baird', 'Robert C. Barnett', '大卫·莱斯利·约翰逊-麦戈德里克', 'Richard Brooks Burton', 'Thomas Pasatieri', 'David Orr', '丹尼斯·S·桑兹', 'Dan Goldwasser', 'Kelley A. Hankins', '杰西·约翰逊', 'James Thatcher', 'Sebastian Milito', 'Isidoro Raponi', ""Robert 'Bobby Z' Zajonc"", '约翰·艾尔文', '德鲁·斯特鲁赞']","[('10', '简直就是穿越过来的基督山伯爵啊！这是我看完《肖申克的救赎》的第一反应。犹记得高中时候天天晚上在被窝打着手电筒看《基督山伯爵》的场景……两个人都太不幸了！同样是年轻有前途的帅哥，同样遭人陷害被判入狱，然后同样在狱中获得各种技能学会N国语言，然后带着恨越狱逃出来换个身份开始新一轮的人生……这当然是个悲伤的故事，但是悲伤之中又总让人感动得热泪盈眶。没有谁的人生是没有磨难的。一死了之固然容易，但那太便宜了那些坏人，死了都难瞑目的。无论遇到怎样的磨难，还是要坚持活下去斗争下去，唯有绝地求生方有还击之机啊！'), ('10', '目前为止最喜欢的电影，没有之一！剧情和演技都想当给力！难以逾越的经典中的经典！hope is a good thing。'), ('10', '这是一部关于希望的电影，它是每个年轻人内心的梦想和现实冲突的缩影。看完电影以后，每个人都会问自己:我心中的那份希望还在吗？看到主人公在雨中展开双臂拥抱淋漓的一刻，也酣畅了每一位观众，每个人，或许都在期待着这一幕的到来，然而当这一幕到来的时候，你会留下心酸的泪水，因为，结果是美好的 过程是艰辛的。'), ('10', '《肖申克的救赎》有两条主线，一条名线是描写主角演示如何越狱，另一条暗线是隐喻政府的很暗。当主角穿过下水道出来来的那一瞬间，大自然的雨露酣畅淋漓地洒落在主角身上，像是大自然为他的自由而赠予的，并且给他洗去身上的一身泥泞，从此他便是无罪之身了。这让我想起艾吕雅的诗：在云朵的泡沫上，在暴风雨的汗水上，在稠密的而烦腻的雨帘上，我写下你的名字……凭借一个词的力量，我重新开始生活，我生来是为了认识你，为了呼唤你的名字，自由。'), ('10', '《肖申克的救赎》，这部剧本由恐怖小说之王史提芬金改编而来的电影，这部当年被翻译成《刺激1995》的剧情片，在第67届奥斯卡上提名七项大奖却最终颗粒无收。可是在近20年的各大电影榜单，它始终雷打不动的占据前三名的位置，足以证明它在爱好电影的人们心中的地位。\n\n时至今日，人们讨论起《肖申克的救赎》，总是为了它在奥斯卡上输给《阿甘正传》，未能获得最佳电影而愤愤不平，相比与富有浓厚美国政治意味的《阿甘正传》，《肖申克的救赎》之所以能在全世界各地获得巨大的赞赏，要归功于它强大的故事核心精神:自由。\n\n安迪化身为勇士，与体制、与暴力做斗争赢取自由的精神，深深地打动了每一个在日常生活中遭遇不公正对待的普通人'), ('10', '惊世佳作，没有其它电影可取代它在我心中的地位。'), ('10', '这是一部崇尚自由的电影。重要的是，它向人展现了取得自由的过程，它告诉你，自由不可能那么轻而易举，它也许要曲折，也许要在黑暗里瑟瑟发抖，甚至可能会依靠向强权妥协来换取自身的生存，它告诉你自由是那样一个艰难甚至是必须穿越猥琐与肮脏的过程;换句话说，它给了自由甚至说是理想一个完整的定义。\n\u3000\u3000电影告诉我们，自由可以依靠妥协来苟延残喘，却不能依靠妥协来取得自由。片中有这样一段，一个在狱中度过大半生的老管理员出狱后，由于多年的牢狱生活已经使他体制化，面对自由的人生突然失去了生存下去的信心，自杀在房间里，影片给了我们一个悖论：当自由突然而至的时候，它也许已经失去了光辉，因为没有了生活的支持，没有了生存意义的赋予，自由对于你来说，不过是另一座监狱。Busy for living, or busy for dying。Andy的自由虽然艰难，虽然屈辱，有了信念的支撑，才有了它本应有的光泽'), ('10', '英雄征服他人，圣人征服自己。然，唯征服自己者可征服他人，唯救人者可自救，唯爱人者得人爱。\n\n沧海横流，方显英雄本色；砥柱中流，才是男儿气概。\n\n生活中的横逆常在不期之间来临，原为成功银行家的安迪.杜弗伦在妻子与情夫被杀后遭到指控，人、证所指，百口莫辩，一句“我无罪”驳不倒控方的雄辩滔滔，换不来陪审团的审慎思考，于是，锒铛入狱，无期徒刑。\n\n爬的越高摔得越重是人世的常识，冷静、洞见如瑞德，赌安迪一定会在入狱的头天晚上哭。是夜，充斥监狱的是群魔乱舞，伤害新来的囚徒的不只是入狱本身，更是狱棍对新手的凌辱，于是乎，懦弱者痛哭流涕，无辜者泪流成河。但安迪没有哭，他只是冷静地洗掉了脸上刺眼的除虱粉。要说无辜，恐怕没人比他更无辜，要说反差，又怎不是天上人间！身处其中，男儿有泪不轻弹的禁忌早可抛却，未到伤心处？不。只是安迪明白，在一个冷酷无情的地方，眼泪是没有用的，与其控诉不公，不如学会如何面对不公，与其向压迫者乞生，不如自寻生路，勇毅而活。但以亿万年的潜伏和死灭，换来黎明前令人心醉的自由之光。'), ('10', '该片给我印象最深刻的是安迪的执着与希望！正是因为他的执着与希望，才使他为了自由，二十年如一日的拿着小铁锤重复敲打墙壁，最后被那条仅有的肮脏之路送往美丽的新世界！除了他的执着与希望，还有他面对生活的乐观态度，在监狱里，当生命的过程只能以时间为刻度的时候，任何高涨的热情都只能无可奈何地向失望举起双手，宿命地接受命运的安排，但是正是因为他的乐观，使得他在面对冤枉时没有委屈和无奈，面对压制时没有愤怒和狂暴，在平常的环境中没有寂寞和绝望，才使得他能冷静下来，想办法重获自由。当下浮躁的社会环境中，人们能把一件事坚持下来已非常困难，但是人们应该尽最大努力静下心来，努力做好一件事，只要心怀希望，就永远有希望！'), ('9', '经典好电影！没有女主角没有爱情但仍然光芒四射！顽强的毅力可以征服世界上任何一座高峰！（说什么都多余）')]","{'第67届奥斯卡金像奖': {'提名': ['最佳影片', '最佳男主角', '最佳改编剧本', '最佳摄影', '最佳音响', '最佳剪辑', '最佳原创音乐']}, '第52届金球奖': {'提名': ['剧情电影最佳男主角', '最佳编剧']}, '第19届日本电影学院奖': {'获奖': ['最佳外语片']}, '第42届土星奖': {'提名': ['最佳DVD', '蓝光套装']}, '第21届土星奖': {'提名': ['最佳动作', '冒险', '惊悚电影', '最佳编剧']}, '第69届日本电影旬报奖': {'获奖': ['Kinema Junpo Award —— Best Foreign Language Film', 'Readers` Choice Award —— Best Foreign Language Film']}, '第34届美国剪辑工会奖': {'提名': ['Eddie —— Best Edited Feature Film']}, '第47届美国导演工会奖': {'提名': ['最佳电影导演']}, '第1届美国演员工会奖': {'提名': ['电影最佳男主角', '电影最佳男主角']}, '第20届报知映画赏': {'获奖': ['海外作品奖']}}",4.0,16.0,2
9.5,25.3万,4.79亿,绿皮书,Green Book,11502万,"['剧情', '喜剧', '传记']",美国,130分钟,2019-03-01,彼得·法雷里,"['维果·莫腾森', '马赫沙拉·阿里', '琳达·卡德里尼', '塞巴斯蒂安·马尼斯科', '彼得·法雷里', '维果·莫腾森', '马赫沙拉·阿里', '琳达·卡德里尼', '塞巴斯蒂安·马尼斯科', '迪米特·D·马里诺夫', '迈克·哈顿', 'P·J·伯恩', '乔·柯蒂斯', '玛姬·尼克松', '冯·刘易斯', '乔恩·索特兰', '唐·斯达克', '安东尼·曼加诺', '保罗·斯隆', '珍娜·劳伦索', '肯尼斯·以色列', '伊克博·塞巴', '尼克·瓦莱隆加', '大卫·安', '迈克·切罗内', '杰拉尔丁·辛格', '马丁·巴特斯·布拉德福德', '格拉伦·布莱恩特·班克斯', 'Tom Virtue', '沙恩·帕特洛', '丹尼斯·W·霍尔', '吉姆·克洛克', '戴恩·罗兹', '布赖恩·斯特帕尼克', '乔恩·迈克尔·戴维斯', '布莱恩·海耶斯·库瑞', 'Tonya Maldonado', '加文·莱尔·弗雷', '奎恩·达菲', '哈里森·斯通', '比利·布里德', '莱斯利·卡斯泰', '克雷格·迪弗朗西亚', '托尼·查普曼·斯蒂尔', '伊桑·艾哈特', '詹姆斯·W·埃弗莫尔', 'Frank Vallelonga', 'Jim Klock', '丹尼尔', 'Joseph Cortese', 'Johnny Williams', 'Montrel Miller', '瑞奇·缪斯', '胡安·贾斯帕', 'Suehyla El-Attar', '尼克·维勒欧嘉', 'Dimiter Marinov', '辛西亚·勒布朗', '埃尔顿·勒布朗', 'Jeffrey Klemmer', 'Brett Beoubay', '史蒂夫·基什', 'John Frederick', 'David Simpson', 'Ron Flagge', 'Ted Huckabee', 'Sam Malone', 'David Kallaway', 'Brian Distance', 'Von Lewis', 'Don DiPetta', 'Sharon Landry', 'Peter Gabb', 'Ninja N. Devoe', '尼克·瓦莱隆加', '布莱恩·海耶斯·库瑞', '彼得·法雷里', 'Tom Virtue', '克里斯·鲍尔斯', '彼得·法雷里', '布莱恩·海耶斯·库瑞', '吉姆·伯克', '查尔斯·B·韦斯勒', '尼克·瓦莱隆加', 'Jonathan King', '詹姆斯·B·罗杰斯', '杰夫·斯科尔', '肖恩·波特', '肖恩·波特', 'Scott Plauche', '海伦娜·福尔摩斯', '帕特里克·J·多恩·维托', 'Win Riley', '克里斯·鲍尔斯', 'Kevin Axt', 'Charlie Bisharat', '克里斯·鲍尔斯', '陈雪燃', 'Stefan Karrer', 'Fabrizio Mancinelli', '艾兰·梅耶尔森', '露西娅·米格莱丽', '彼得·罗特', 'Alan Breton', '乔什·克劳斯纳', '詹姆斯·B·罗杰斯', 'Andrew Shepherd', 'Paul Uddo', 'Tim Galvin', '贝奇·海曼', 'Lawrence Davis', 'Tarra D. Day', 'Sarit Klein', '乔迪·谢弗', 'Oscar Gale', 'Jennifer Jane', 'Ashley Treadaway', 'Heather Arthur', '雷·麦金太尔', 'David Ridlen', '苏珊·佐曼', 'Laura R. Harris', '安德鲁·克里斯托法罗', '托尼·兰姆伯蒂', 'Martin Lopez', '莎拉·莫奈特', 'Richard Schexnayder', 'David Stanke', '贝基·沙利文', 'Drew Webster', '中西良太', 'Kevin Axt', 'Danger Mouse', 'Gavin De Becker', 'Joshua Anderson', 'Michael Applebaum', 'Nathan Borck', 'Bryan Freed', 'Declan Ryan', '杰里米·桑德', 'Joe Sökmen', 'Jim Wayer', 'Jordan Whaley', 'Thomas Sullivan', 'Nicole Garcea', 'John H. Brister', '克里斯·鲍尔斯', '奥克塔维亚·斯宾瑟', '约翰·斯洛斯', 'Kevin Axt', 'Danger Mouse', '比欧·霍顿', 'Gavin De Becker', 'Nicole Garcea', '克里斯·鲍尔斯', '陈雪燃', 'Valerie Ryan', 'Stefan Karrer', 'Fabrizio Mancinelli', 'Win Riley', '艾兰·梅耶尔森', '彼得·罗特', 'Heather Arthur', 'Jonathan Arthur', 'Kenny Bartram', '杰夫·布洛克顿', '克里斯·卡内尔', 'Tierre Turner', 'Eddie Yansick', '埃尔顿·勒布朗', 'Nathan Borck', 'Heather Arthur', 'Jonathan Arthur', 'Edward Joubert', 'Kenny Bartram', '杰夫·布洛克顿', '克里斯·卡内尔', 'Tierre Turner', 'Eddie Yansick', '埃尔顿·勒布朗', 'Isaac Fenter', 'Dan Moore', 'Nicole Garcea', 'Valerie Ryan', '黄海', '克里斯·鲍尔斯', 'Stacey England', '比欧·霍顿', 'Aleigh Lewis', '陈雪燃', 'Walter Volpatto', '杰夫·布洛克顿', 'Isaac Fenter', '克里斯·卡内尔', 'Nathan Collins', 'Stefan Karrer', 'Fabrizio Mancinelli', 'Alison J. Forest', '艾兰·梅耶尔森', 'Jorin Ostroska', 'Dan Moore', '彼得·罗特', 'Vicki V. Johnson', 'Michelle Nicolette Kowalski', 'Troy James Miller', '杰里米·桑德', 'Michael Toledo', 'Matthew Rhode']","[('9', '无意中刷到这部电影被简介吸引买了首映，第二天就发现绿皮书斩获奥斯卡最佳影片，本担心剧情会过于主旋律，毕竟故事大概有关种族主义，但看完真是惊喜！影片并没有过度宣扬种族主义的负面情绪或把剧情搞得跌宕起伏惊险异常让两位男主在困境中激发友情，老徐从影片中看到的，是尊重与自我尊重。每个人生来独特，受教育不同，生活环境不同，必然会有不同的观念，无法改变他人的根深蒂固，却可以打破自我禁锢；对于不被尊重，选择暴力或忍让？还是自我尊重坚定立场？学会自我尊重，才懂得尊重与被尊重的可贵；两位男主通过这趟商旅相互影响，一个学会打开一个学会收敛，最暖心的，是即使身边可能有无数不理解不尊重你的人，也有愿意分享爱与笑容的人'), ('10', '恶人维克特太可爱了'), ('10', '一部类似于《雷查尔斯》+《为奴十二年》的好电影， 精彩的对话、饱满的人物性格，诙谐中带着信仰。'), ('10', '有笑点有深度'), ('10', '不说教，不矫情，无颜值，无光环，有笑点，有触动，有思考，有领悟。'), ('10', '这应该是最接地气的奥斯卡最佳影片了，虽说是关于种族歧视的现实主义题材电影，但是却没有丝毫沉重感而看得很压抑，反而一些插科打诨的地方非常幽默搞笑。剧情方面，两位男主从不理解到彼此了解认知再到患难与共最后到共同欣赏全过程也反应了该片要表现的主题：不论是各种肤色，阶层，甚至性取向，人生来平等。而且片中许多细节值得反复推敲品味，最后的结局也是很温馨感人。完美佳作！'), ('10', '太完美了，一部很令人舒服感动的电影，非常值得看'), ('10', '很有意义的一部电影'), ('10', '好看。。。。。'), ('10', '浓缩的改观之路，映射一生。以情动人，以细节取胜，因为不同，所以火花一路。')]","{'第91届奥斯卡金像奖': {'获奖': ['最佳影片', '最佳男配角', '最佳原创剧本'], '提名': ['最佳男主角', '最佳剪辑']}, '第76届金球奖': {'获奖': ['最佳音乐', '喜剧电影', '最佳男配角', '最佳编剧'], '提名': ['音乐', '喜剧电影最佳男主角', '最佳导演']}, '第72届英国电影学院奖': {'获奖': ['最佳男配角'], '提名': ['最佳影片', '最佳男主角', '最佳原创剧本']}, '第43届日本电影学院奖': {'提名': ['最佳外语片']}, '第30届美国制片人工会奖': {'获奖': ['最佳电影制片人']}, '第24届评论家选择奖': {'获奖': ['最佳男配角'], '提名': ['最佳影片', '最佳男主角', '喜剧片最佳男主角', '最佳原创剧本', '最佳配乐', '最佳导演', '最佳原著剧本', '最佳喜剧男演员', '最佳电影音乐']}, '第22届好莱坞电影奖': {'获奖': ['最佳群戏', '最佳编剧']}, '第69届美国剪辑工会奖': {'提名': ['最佳剪辑喜剧', '音乐长片']}, '第71届美国导演工会奖': {'提名': ['最佳长片导演']}, '第25届美国演员工会奖': {'获奖': ['电影最佳男配角'], '提名': ['电影最佳男主角']}, '第90届美国国家评论协会奖': {'获奖': ['最佳影片', '最佳男主角']}, '第19届美国电影学会奖': {'获奖': ['年度佳片']}, '第71届美国编剧工会奖': {'提名': ['电影奖-最佳原创剧本']}, '第17届华盛顿影评人协会奖': {'获奖': ['最佳男配角'], '提名': ['最佳影片', '最佳男主角', '最佳原创剧本']}, '第31届芝加哥影评人协会奖': {'提名': ['最佳男配角']}, '第17届旧金山影评人协会奖': {'提名': ['最佳男主角', '最佳男配角']}, '第18届温哥华影评人协会奖': {'提名': ['最佳男主角', '最佳男配角']}, '第18届凤凰城影评人协会奖': {'获奖': ['最佳影片', '最佳男主角', '最佳男配角', '最佳原创剧本', '十佳影片']}, '第12届底特律影评人协会奖': {'获奖': ['最佳剧本']}, '第22届美国在线影评人协会奖': {'提名': ['最佳男配角']}, '第66届美国音效剪辑协会奖': {'提名': ['金卷轴奖-最佳电影对白剪辑']}, '第23届金卫星奖': {'提名': ['电影部门-最佳导演', '电影部门-最佳喜剧', '音乐片', '电影部门-最佳男配角', '电影部门-喜剧', '音乐片最佳男主角', '电影部门-最佳原创剧本']}, '第2届金众电影青年': {'获奖': ['最受欢迎进口电影']}}",23.0,36.0,3
